Date,day,month,year,Close Before,Before_change,SA_T,SA_S,Title,Content,summary,Label
2015-04-21,21,4,2015,13.73859977722168,0.0,0.296,-0.25,Shares in Chipotle plunge more than 5% after soft same-store sales,Investing.com -- Shares in  Chipotle Mexican Grill Inc  (NYSE:CMG) plunged more than 5% in after-hours trading after the multinational chain restaurant failed to reach expectations...,shares in Chipotle Mexican Grill Inc plunged more than 5% in after-hours,0.0
2015-04-27,27,4,2015,12.75,-0.07195782636166159,0.0,0.7003,Why Chipotle's Menu Went GMO-Free,By Elizabeth Whitman -  Diners at Chipotle Mexican Grill (NYSE:CMG) can now rest assured that their burritos are free from any ingredients that have been genetically altered as...,diners at Chipotle Mexican Grill can now rest assured that their burritos,1.0
2015-07-21,21,7,2015,13.5600004196167,0.06352944467581945,0.1531,0.296,Shares in Chipotle relatively flat after slight revenue miss,Investing.com -- Shares in  Chipotle Mexican Grill Inc  (NYSE:CMG) were relatively flat in after-hours trading after the Denver-based Mexican chain restaurant posted significant...,shares in Chipotle Mexican Grill Inc (NYSE:CMG) were relatively flat in after,1.0
2015-08-25,25,8,2015,14.085000038146973,0.03871678482920826,-0.1027,0.34,Three big US consumer companies have highest CEO pay gaps: study,By Ross Kerber BOSTON (Reuters) - Popular consumer brands Discovery Communications (O:DISCA) Chipotle Mexican Grill (N:CMG) and CVS Health Corp (N:CVS) pay their chief executive...,Discovery Communications (O:DISCA) Chipotle Mexican Grill (N:CMG),1.0
2015-09-03,3,9,2015,14.477399826049805,0.02785940978630319,-0.2732,-0.2732,Chipotle critic turns up heat with 'Chubby Chipotle' ad,"By Lisa Baertlein LOS ANGELES (Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) known for its indulgent burritos is battling a ""Chubby Chipotle"" ad campaign from the...","Chipotle Mexican Grill Inc (N:CMG) is battling a ""C",0.0
2015-09-28,28,9,2015,14.605600357055664,0.008855217963600337,-0.4019,-0.4019,Chipotle says U.S. pork supply problem coming to an end,By Lisa Baertlein (Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) is closing the book on its carnitas crisis of 2015.  The burrito seller on Monday said it has restored most of...,the burrito seller is closing the book on its carnitas crisis of,0.0
2015-11-02,2,11,2015,12.80459976196289,-0.12330890556119778,-0.0772,0.34,Food safety scare knocks Chipotle shares to four-month low,By Lisa Baertlein LOS ANGELES (Reuters) - Chipotle Mexican Grill (N:CMG) Inc's shares touched their lowest level since July after the popular burrito chain said it closed 43...,shares touched their lowest level since July after the popular burrito chain closed 43...,0.0
2015-11-03,3,11,2015,12.479999542236328,-0.02535028237983772,0.0,-0.5423,Chipotle now linked to 35 confirmed E. coli cases,By Lisa Baertlein and Suzannah Gonzales LOS ANGELES (Reuters) - The number of confirmed E. Coli food poisoning cases linked to  Chipotle Mexican Grill Inc  (N:CMG) in Oregon and...,number of confirmed E. Coli food poisoning cases linked to chipotle Mexican Grill,0.0
2015-11-04,4,11,2015,12.463199615478516,-0.0013461480267652481,-0.5859,-0.8625,Chipotle's E. coli outbreak threatens sales emboldens critics,By Lisa Baertlein LOS ANGELES (Reuters) - Chipotle Mexican Grill Inc's (N:CMG) food poisoning outbreak in Washington state and Oregon threatens to scare diners away from the...,food poisoning outbreak in washington state and Oregon threatens to scare diners away from,0.0
2015-11-05,5,11,2015,12.299599647521973,-0.013126642676360767,0.0772,-0.5423,Number of confirmed E. coli cases linked to Chipotle rises to 40,LOS ANGELES (Reuters) - The number of confirmed E. coli food poisoning cases linked to  Chipotle Mexican Grill Inc  (N:CMG) restaurants in Washington state and Oregon rose to 40...,number of confirmed E. coli food poisoning cases linked to restaurants in washington state and,0.0
2015-11-10,10,11,2015,12.185799598693848,-0.009252337644262476,0.0,-0.296,Chipotle to reopen 43 restaurants after E. coli all-clear,(Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) said it would reopen all 43 restaurants in Seattle and Portland after health officials found no evidence of E. coli bacteria at...,health officials found no evidence of E. coli bacteria at all 43 restaurants in Seattle and Portland,1.0
2015-11-20,20,11,2015,12.230199813842772,0.003643602932193568,0.34,-0.8442,Chipotle E. coli outbreak reaches six states shares tumble,By Lisa Baertlein LOS ANGELES (Reuters) - More than 40 people have fallen ill with E. coli food poisoning after eating at Chipotle Mexican Grill (N:CMG) restaurants in six...,more than 40 people have fallen ill with food poisoning after eating at Chipotle Mexican,0.0
2015-12-04,4,12,2015,11.30620002746582,-0.07555066968988688,0.0,0.0,Chipotle sales battered by widening E. coli outbreak,By Lisa Baertlein LOS ANGELES (Reuters) - A widening U.S. E. coli outbreak has slammed sales at  Chipotle Mexican Grill Inc  (N:CMG) the company said on Friday hours after...,a widening outbreak has slammed sales at Chipotle Mexican Grill,0.0
2015-12-07,7,12,2015,11.223999977111816,-0.0072703516791068346,0.1779,-0.5106,Chipotle shares take fresh hit after Boston College students fall ill,By Lisa Baertlein LOS ANGELES (Reuters) - Thirty Boston College students got sick after eating at Chipotle Mexican Grill (N:CMG) over the weekend a school spokesman said sending...,three students got sick after eating at a school spokesman said . the school ,0.0
2015-12-08,8,12,2015,11.03499984741211,-0.016838928197177472,-0.6369,-0.4215,Norovirus suspected at Chipotle visited by 80 sick Boston College students,By Subrat Patnaik and Lisa Baertlein (Reuters) - Eighty Boston College students fell ill after eating at a Chipotle Mexican Grill (N:CMG) restaurant this past weekend and early...,eighty Boston College students fell ill after eating at a restaurant this past weekend .,0.0
2015-12-10,10,12,2015,10.960200309753418,-0.006778390456999683,-0.0258,0.743,Officials close Chipotle in Seattle for food safety violations | Chipotle shares jump as CEO apologizes over illnesses vows change,"(Reuters) - Health officials shut down a  Chipotle Mexican Grill Inc  (N:CMG) restaurant in Seattle on Thursday after finding ""repeated food safety violations""... | By Susan Heavey and Subrat Patnaik (Reuters) - Shares of  Chipotle Mexican Grill Inc  (N:CMG) jumped more than 5 percent on Thursday after its founder apologized to patrons who...",shares of Chipotle Mexican Grill Inc (N:CMG) jumped more than 5 percent on Thursday .,1.0
2016-01-07,7,1,2016,8.53339958190918,-0.2214193773160006,-0.2023,-0.1027,Out of flavor: Wall Street slashes targets on Chipotle,(Reuters) - From the carnitas crisis of early 2015 to the more recent E. Coli outbreak. And now tough love from Wall Street. Chipotle Mexican Grill Inc's (N:CMG)...,from the carnitas crisis of early 2015 to the more recent E. Coli,0.0
2016-01-13,13,1,2016,8.085200309753418,-0.052522944443612496,0.0,0.4939,Chipotle 'confident' it can stop outbreaks shares rise,By Lisa Baertlein and Noel Randewich LOS ANGELES/SAN FRANCISCO (Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) executives on Wednesday said they are confident that steps they are...,Chipotle Mexican Grill Inc (N:CMG) executives say they are confident that steps,1.0
2016-01-20,20,1,2016,9.389399528503418,0.16130697679520756,0.0,0.0,Big Chipotle investor held steady during stock's fourth-quarter plunge,By Tim McLaughlin BOSTON (Reuters) - Fidelity's Contrafund the biggest mutual fund investor in  Chipotle Mexican Grill Inc  (N:CMG) said it had held onto its entire stake during...,Contrafund is the biggest mutual fund investor in Chipotle Mexican Grill Inc (N:C,0.0
2016-02-02,2,2,2016,9.452799797058104,0.006752324082303751,0.0,-0.5267,Chipotle stock up ahead of quarterly report | Chipotle says California probe widens into national investigation,By Noel Randewich SAN FRANCISCO (Reuters) - Chipotle Mexican Grill's (N:CMG) stock climbed on Tuesday for a second consecutive day ahead of the restaurant chain's... | By Subrat Patnaik and Siddharth Cavale (Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) said a federal criminal probe linked to a food-safety incident at a California restaurant...,a federal criminal probe linked to a food-safety incident at a restaurant in californi,0.0
2016-02-03,3,2,2016,9.513400077819824,0.0064108287557915755,0.0,-0.4588,Stay on sidelines until Chipotle sales recover: analysts,By Sruthi Ramakrishnan (Reuters) - Sales at troubled burrito chain  Chipotle Mexican Grill Inc  (N:CMG) will have to show signs of sustained recovery before investors consider...,sales at troubled burrito chain Chipotle Mexican Grill Inc (N:C,0.0
2016-03-08,8,3,2016,10.673800468444824,0.12197535908643586,-0.4215,-0.4019,Chipotle Massachusetts outlet shut after workers fall ill,(Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) which is trying to recover from a series of food-borne illness outbreaks temporarily shut a Massachusetts restaurant after four...,Chipotle Mexican Grill Inc is trying to recover from a series of food-borne illness,0.0
2016-03-09,9,3,2016,10.493800163269045,-0.016863750236658315,-0.4939,0.5574,Cleanup of Massachusetts Chipotle complete after norovirus scare,By Brian Snyder and Lisa Baertlein BILLERICA Mass./LOS ANGELES (Reuters) -  Chipotle Mexican Grill Inc  (NYSE:CMG) received praise for its handling of potential norovirus...,chipotle Mexican Grill Inc received praise for its handling of norovirus...,0.0
2016-03-15,15,3,2016,10.314599990844728,-0.017076766246374886,-0.6597,0.0,Chipotle sales worse than expected in Feb first-quarter loss seen,By Lisa Baertlein and Yashaswini Swamynathan (Reuters) -  Chipotle Mexican Grill Inc 's (N:CMG) turnaround timeline appeared to lengthen on Tuesday after the burrito seller...,Chipotle Mexican Grill Inc 's turnaround timeline appeared to lengthen on Tuesday .,0.0
2016-03-16,16,3,2016,10.0600004196167,-0.02468341685126063,0.0,0.2732,Chipotle mulls more food giveaways as customers slowly return,By Lisa Baertlein (Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) could give away roughly 9 million burritos as it fights to win back customers following several food safety...,Chipotle Mexican Grill Inc (N:CMG) could give away roughly 9 million bur,0.0
2016-04-25,25,4,2016,8.854599952697754,-0.11982111497415548,-0.0772,0.0,Chipotle's troubles might help Panera as both serve up reports,By Noel Randewich SAN FRANCISCO (Reuters) - Wall Street expects little from Chipotle Mexican Grill Inc's (N:CMG) first-quarter results late on Tuesday as the burrito chain...,wall Street expects little from Chipotle Mexican Grill Inc's (N:CMG,1.0
2016-04-26,26,4,2016,8.862000465393066,0.0008357817106190435,-0.4023,0.4215,Chipotle sales fall short despite free food; stock off 3 percent,LOS ANGELES (Reuters) - Chipotle Mexican Grill (NYSE:CMG) Inc's free food giveaways aimed at luring back diners after a string of food safety lapses last year failed to...,a string of food safety lapses last year failed to luring back diners,0.0
2016-04-28,28,4,2016,8.344400405883789,-0.058406683855474095,0.0,0.6486,Chipotle's E. coli outbreak brings chain down to earth,By Lisa Baertlein LOS ANGELES (Reuters) - In its struggle to win back customers after last year's food safety issues  Chipotle Mexican Grill Inc  (NYSE:CMG) is embracing...,Chipotle Mexican Grill Inc (NYSE:CMG) is struggling to win back customers after,1.0
2016-05-11,11,5,2016,9.11180019378662,0.09196583943427772,0.7783,0.2023,Exclusive: Chipotle hires former critic to help improve food safety,By Lisa Baertlein Tom Polansek and Julie Steenhuysen (Reuters) - Chipotle Mexican Grill (N:CMG) has retained two leading food safety experts - including a critic of the burrito...,Chipotle Mexican Grill has retained two leading food safety experts . a critic of the,1.0
2016-05-31,31,5,2016,8.90820026397705,-0.022344643811263998,-0.296,-0.2732,Fidelity Contrafund cuts Chipotle stake by 21 percent,BOSTON (Reuters) - The Fidelity Contrafund cut its stake in  Chipotle Mexican Grill Inc  (NYSE:CMG) by 21 percent in April as the burrito chain continued to deal with fallout from...,the burrito chain cut its stake in Chipotle Mexican Grill Inc (NYSE:,0.0
2016-06-09,9,6,2016,8.583999633789062,-0.036393504925903986,0.296,0.3612,Chipotle shares at pricey multiples as Wall Street eyes May sales,By Noel Randewich SAN FRANCISCO (Reuters) - Shares of Chipotle Mexican Grill (N:CMG) appear expensive as Wall Street awaits fresh data on the burrito chain's struggle to...,shares of Chipotle Mexican Grill (N:CMG) appear expensive as Wall Street await,0.0
2016-06-27,27,6,2016,8.014599800109863,-0.06633269547657938,0.4767,0.5423,Chipotle launches rewards program to bring back customers,(Reuters) - Burrito chain  Chipotle Mexican Grill Inc  (N:CMG) said it will launch a limited-period loyalty program betting on a strategy it had previously shunned to lure back...,the chain will launch a limited-period loyalty program betting on a strategy it,0.0
2016-07-07,7,7,2016,8.020999908447266,0.0007985561970684785,0.6597,0.6124,Best-selling author's tweet revives food safety concerns at Chipotle,LOS ANGELES (Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) shares took a hit on Thursday after best-selling author Eric Van Lustbader revived concerns about food safety at the...,LOS ANGELES (Reuters) shares took a hit after best-selling author,0.0
2016-07-21,21,7,2016,8.393600463867188,0.046453130491563854,-0.3182,-0.2732,Chipotle sales miss as food freebies fail to lure diners,By Sruthi Ramakrishnan (Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) reported a bigger-than-expected drop in quarterly comparable sales as food giveaways and enhanced safety...,Chipotle Mexican Grill Inc (N:CMG) reported a bigger-than-,1.0
2016-07-28,28,7,2016,8.521200180053711,0.015202024058187602,0.0,0.0,Chipotle to open first 'Tasty Made' burger joint this fall,"(Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) on Thursday said it will open its first ""Tasty Made"" hamburger restaurant this fall in Lancaster Ohio.  The burrito...","Chipotle Mexican Grill Inc will open its first ""Tasty Made"" hamburger",0.0
2016-09-07,7,9,2016,8.281399726867676,-0.028141628892530468,0.128,0.4215,Ackman expected to shake up Chipotle leadership restore burrito brand | Chipotle brand view slips among consumers: poll,By Svea Herbst-Bayliss BOSTON (Reuters) - Activist investor William Ackman is hungry to repair Chipotle Mexican Grill (N:CMG) after taking a stake in the burrito chain and could... | By Tom Polansek CHICAGO (Reuters) - Consumer opinions of Chipotle Mexican Grill (NYSE:CMG) have slid in recent weeks on food safety concerns pollster YouGov BrandIndex said on...,Activist investor William Ackman is hungry to repair Chipotle Mexican Grill (N:CMG) after taking a,1.0
2016-09-08,8,9,2016,8.769000053405762,0.05887897488586913,-0.8074,-0.1779,Chipotle settles sick customers' claims avoiding court battles,By Tom Polansek CHICAGO (Reuters) - Chipotle Mexican Grill (N:CMG) has agreed to financial settlements with more than 100 customers who fell ill after eating at its restaurants...,Chipotle Mexican Grill agrees to financial settlements with more than 100 customers who fell ,0.0
2016-10-04,4,10,2016,8.617400169372559,-0.01728816092027774,-0.5994,-0.5994,Fidelity Contrafund continues to slash stake in struggling Chipotle,BOSTON (Reuters) - Fidelity's Contrafund  the largest mutual fund investor in  Chipotle Mexican Grill Inc  (N:CMG) cut its stake in the struggling burrito chain by 19...,the largest mutual fund investor in the struggling burrito chain cut its stake by 19...,0.0
2016-10-25,25,10,2016,8.267000198364258,-0.04066191242385042,0.0,-0.5859,Chipotle quarterly restaurant sales down more than expected,By Lisa Baertlein (Reuters) -  Chipotle Mexican Grill Inc  (N:CMG) on Tuesday reported a bigger-than-expected drop in quarterly sales at established restaurants as it fights to...,Chipotle Mexican Grill Inc (N:CMG) reported a bigger-than-,0.0
2016-10-27,27,10,2016,7.360400199890137,-0.1096649300496575,0.128,0.0,Exclusive: Chipotle builds team to defend against activist investor Ackman - sources,By Svea Herbst-Bayliss and Lisa Baertlein BOSTON/LOS ANGELES (Reuters) -  Chipotle Mexican Grill Inc  (NYSE:CMG) has turned to high-profile investment bankers and lawyers to help...,Chipotle Mexican Grill Inc (NYSE:CMG) has turned to high-profile investment,1.0
2016-11-01,1,11,2016,7.215199947357178,-0.019727222513678866,0.0,0.0,Chipotle investors propose ousting founder as chairman,By Svea Herbst-Bayliss and Lisa Baertlein BOSTON/LOS ANGELES (Reuters) - Two union-affiliated shareholders in Chipotle Mexican Grill (NYSE:CMG) on Tuesday said they would propose...,two union-affiliated shareholders in Chipotle Mexican Grill (NYSE:CMG),1.0
2016-11-04,4,11,2016,7.494200229644775,0.038668406187383875,0.5719,0.4939,Exclusive: Chipotle Ackman talks intensify with confidentiality agreement,By Svea Herbst-Bayliss and Lisa Baertlein BOSTON/LOS ANGELES(Reuters) - Billionaire investor William Ackman and Chipotle Mexican Grill (N:CMG) have signed an agreement to engage...,William Ackman and Chipotle Mexican Grill have signed a deal to engage .,1.0
2016-11-11,11,11,2016,7.836599826812744,0.045688610749088365,0.5106,0.7351,Chipotle seeing strong sales at new Tasty Made burger concept,"Chipotle Mexican Grill (CMG +1.5%) says its Tasty Made offshoot burger restaurant that opened last month in Ohio is enjoying ""strong"" sales.     CMG hopes Tasty Made which is...",Chipotle Mexican Grill (CMG +1.5%) says its offshoot burger,1.0
